=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -313.04 === === === === === === === === === === === -386.68 -392.13 === === === === -426.09 -430.66 -440.61 -448.46 === === -465.98 === -482.63 -491.44 === === === === === -537.27 -539.86 -548.29 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -317.81 -320.40 === === === === === === === === === === -391.48 -395.32 === === === -425.22 === -438.58 -445.33 -450.99 === === -477.77 -484.27 -487.57 === === === === -526.77 -532.44 -536.56 -545.25 -548.95 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -325.83 === === === === === === === === === === === -400.87 -408.58 === === === -435.76 -437.96 -449.24 -456.48 -462.89 === === -483.38 === === === === === -526.59 === -539.57 -550.15 -553.75 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -333.79 === === -353.57 === === === === === === === === -409.64 -415.18 === === === === -448.46 -449.34 -463.17 -464.94 -475.93 -476.25 === === === === === -521.28 -526.31 === -547.37 -549.45 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -420.64 -423.27 === === === === -458.55 -463.57 -470.33 -473.30 === === === === === === === === -542.91 -548.11 -551.10 === === === === 
=== === === === === === === === === === === === === === === === === === === === -272.24 === === === === === === === === === === === === === === === === === -350.48 === === === === === === === === === === === -423.05 -425.85 -435.01 === === -450.63 -465.41 -465.46 -471.26 === === === === === -514.19 === === === -547.20 -548.13 -554.72 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -361.16 === === === === === === === === === === === -434.88 -441.67 === === === === -475.58 -475.51 === === === -509.33 -510.05 === === === -544.68 -545.55 -551.65 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -443.92 === === === === === -488.46 -489.08 -494.57 -501.89 -506.42 === === -527.65 -542.73 -542.25 -552.79 -560.02 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -453.80 -454.36 === === === === -485.79 -498.55 === === === === -531.13 -533.90 -542.02 -551.77 -555.57 -558.43 -568.28 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -388.85 === === === === === === === === === === === -462.82 === === === === === -499.62 -505.89 === -518.39 -527.37 -533.54 -534.39 -542.92 -557.08 -559.78 -565.13 -572.22 === === === === 
