## Generation 0 
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [61.7175178527832, 453.61248779296875, 0.26858291029930115], 'dist_obj': -393.61623494737177}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [314.29888916015625, 459.3199768066406, 0.6190283298492432], 'dist_obj': -473.4177530521489}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.106163024902344, 545.18896484375, 1.9853981733322144], 'dist_obj': -486.9942763345846}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [146.24728393554688, 579.7256469726562, 1.5853981971740723], 'dist_obj': -526.8333152975474}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [93.76836395263672, 457.11773681640625, 0.9987868070602417], 'dist_obj': -398.5508741656732}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [74.44998168945312, 456.8701171875, 1.302213191986084], 'dist_obj': -397.13309089931744}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [52.342193603515625, 304.1238708496094, -1.6605563163757324], 'dist_obj': -244.24394837416708}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [62.988712310791016, 452.65850830078125, -0.13141709566116333], 'dist_obj': -392.6698823977609}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.919193267822266, 523.0973510742188, -2.697786808013916], 'dist_obj': -464.9158948172505}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.106163024902344, 545.18896484375, 1.9853981733322144], 'dist_obj': -486.9942763345846}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.518604278564453, 467.6281433105469, 3.0094964504241943], 'dist_obj': -409.8357868723093}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [338.23394775390625, 417.2398986816406, -0.8146018385887146], 'dist_obj': -452.8073264566203}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.362117767333984, 450.787109375, 2.413851737976074], 'dist_obj': -390.7872771508121}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [65.15255737304688, 460.83746337890625, 0.26858291029930115], 'dist_obj': -400.87057873523037}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [341.0623779296875, 420.068359375, -0.8146018385887146], 'dist_obj': -456.7770612787978}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [278.7243347167969, 385.22943115234375, -0.8146018385887146], 'dist_obj': -391.9368794652814}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [64.70623016357422, 456.27099609375, -0.13141709566116333], 'dist_obj': -396.29894139082097}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [64.70623016357422, 456.27099609375, -0.13141709566116333], 'dist_obj': -396.29894139082097}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.4683837890625, 459.0946044921875, 3.0373878479003906], 'dist_obj': -401.249770691359}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [42.61106872558594, 580.0516967773438, -1.5520304441452026], 'dist_obj': -520.3423317892372}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [64.70623016357422, 456.27099609375, -0.13141709566116333], 'dist_obj': -396.29894139082097}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [338.23394775390625, 417.2398986816406, -0.8146018385887146], 'dist_obj': -452.8073264566203}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [314.29888916015625, 459.3199768066406, 0.6190283298492432], 'dist_obj': -473.4177530521489}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [69.29362487792969, 456.18206787109375, -0.5314171314239502], 'dist_obj': -396.2910576407038}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [56.251075744628906, 451.39483642578125, 0.5022132396697998], 'dist_obj': -391.41279030434936}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [65.97742462158203, 455.3170166015625, -0.13141709566116333], 'dist_obj': -395.36220509789086}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 9, 'robot_pos': [318.8500061035156, 458.7372131347656, 0.6190283298492432], 'dist_obj': -475.38898893250524}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [69.29362487792969, 456.18206787109375, -0.5314171314239502], 'dist_obj': -396.2910576407038}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [341.0623779296875, 420.068359375, -0.8146018385887146], 'dist_obj': -456.7770612787978}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [58.90515899658203, 450.7948913574219, 0.7603991031646729], 'dist_obj': -390.79642499373244}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [314.29888916015625, 459.3199768066406, 0.6190283298492432], 'dist_obj': -473.4177530521489}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [293.1929626464844, 393.6272277832031, -0.8146018385887146], 'dist_obj': -407.0455563522957}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [65.50556945800781, 454.89727783203125, -0.5314171314239502], 'dist_obj': -394.9356546758034}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.919193267822266, 523.0973510742188, -2.697786808013916], 'dist_obj': -464.9158948172505}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [62.988712310791016, 452.65850830078125, -0.13141709566116333], 'dist_obj': -392.6698823977609}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [56.251075744628906, 451.39483642578125, 0.5022132396697998], 'dist_obj': -391.41279030434936}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [59.61176681518555, 450.5939025878906, 0.03093796968460083], 'dist_obj': -390.5940955312105}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.697786808013916], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [314.29888916015625, 459.3199768066406, 0.6190283298492432], 'dist_obj': -473.4177530521489}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [110.20565795898438, 355.79736328125, 0.2190282940864563], 'dist_obj': -300.02781240284094}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [58.715049743652344, 537.9906005859375, 1.5853981971740723], 'dist_obj': -477.9923277058603}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [92.67947387695312, 434.1846618652344, -2.3402185440063477], 'dist_obj': -375.60898443471}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [69.29362487792969, 456.18206787109375, -0.5314171314239502], 'dist_obj': -396.2910576407038}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.697786808013916], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [61.927425384521484, 318.01409912109375, 1.5853981971740723], 'dist_obj': -258.021298178818}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [221.3505096435547, 400.0894775390625, 3.0685830116271973], 'dist_obj': -376.4237501739593}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [341.0623779296875, 420.068359375, -0.8146018385887146], 'dist_obj': -456.7770612787978}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [338.23394775390625, 417.2398986816406, -0.8146018385887146], 'dist_obj': -452.8073264566203}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [62.955257415771484, 451.2654724121094, 1.22377610206604], 'dist_obj': -391.2766328932314}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [16.650054931640625, 429.3896484375, -2.697786808013916], 'dist_obj': -371.92462960956163}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [221.3505096435547, 400.0894775390625, 3.0685830116271973], 'dist_obj': -376.4237501739593}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.062053680419922, 359.68780517578125, -2.014601945877075], 'dist_obj': -302.748159045138}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 31, 'robot_pos': [19.76504135131836, 464.4091796875, -3.0874311923980713], 'dist_obj': -406.4057535431527}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [70.68364715576172, 461.5880126953125, -0.13141709566116333], 'dist_obj': -401.7300987692101}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.453289031982422, 517.5535278320312, -2.494588613510132], 'dist_obj': -459.3465648090354}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [56.251075744628906, 451.39483642578125, 0.5022132396697998], 'dist_obj': -391.41279030434936}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [63.61249542236328, 451.717529296875, 1.302213191986084], 'dist_obj': -391.7341865112422}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [37.44178009033203, 501.25543212890625, -0.29778680205345154], 'dist_obj': -441.83167571911446}
## Generation 6 
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [338.23394775390625, 417.2398986816406, -0.8146018385887146], 'dist_obj': -452.8073264566203}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [110.20565795898438, 355.79736328125, 0.2190282940864563], 'dist_obj': -300.02781240284094}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [314.29888916015625, 459.3199768066406, 0.6190283298492432], 'dist_obj': -473.4177530521489}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [16.970966339111328, 507.22222900390625, 2.3305227756500244], 'dist_obj': -449.28745792978935}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [293.1929626464844, 393.6272277832031, -0.8146018385887146], 'dist_obj': -407.0455563522957}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [87.97313690185547, 451.2261962890625, 0.9022132158279419], 'dist_obj': -392.22497759696284}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.106163024902344, 545.18896484375, 1.9853981733322144], 'dist_obj': -486.9942763345846}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.423751831054688, 568.7460327148438, -2.697786808013916], 'dist_obj': -510.3615950662439}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [293.1929626464844, 393.6272277832031, -0.8146018385887146], 'dist_obj': -407.0455563522957}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 9, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.38539817929267883], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [58.715049743652344, 537.9906005859375, 1.5853981971740723], 'dist_obj': -477.9923277058603}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [338.23394775390625, 417.2398986816406, -0.8146018385887146], 'dist_obj': -452.8073264566203}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.062053680419922, 359.68780517578125, -2.014601945877075], 'dist_obj': -302.748159045138}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [102.78498077392578, 487.6050720214844, 2.3891146183013916], 'dist_obj': -429.74021477902676}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.15802764892578, 412.7808837890625, -2.414602041244507], 'dist_obj': -355.2535750942136}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [37.44178009033203, 501.25543212890625, -0.29778680205345154], 'dist_obj': -441.83167571911446}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [127.88231658935547, 517.88232421875, 0.7853981852531433], 'dist_obj': -462.8868455006061}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [293.1929626464844, 393.6272277832031, -0.8146018385887146], 'dist_obj': -407.0455563522957}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [341.0623779296875, 420.068359375, -0.8146018385887146], 'dist_obj': -456.7770612787978}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [293.1929626464844, 393.6272277832031, -0.8146018385887146], 'dist_obj': -407.0455563522957}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.919193267822266, 523.0973510742188, -2.697786808013916], 'dist_obj': -464.9158948172505}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.919193267822266, 523.0973510742188, -2.697786808013916], 'dist_obj': -464.9158948172505}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [338.23394775390625, 417.2398986816406, -0.8146018385887146], 'dist_obj': -452.8073264566203}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [187.85772705078125, 569.2481079101562, -1.3809716701507568], 'dist_obj': -525.0535532463962}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [221.3505096435547, 400.0894775390625, 3.0685830116271973], 'dist_obj': -376.4237501739593}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [16.936485290527344, 518.069580078125, -2.697786808013916], 'dist_obj': -460.0893462058024}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [65.60530853271484, 577.876953125, -1.6146018505096436], 'dist_obj': -517.9072871294441}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.157894134521484, 505.36865234375, -2.697786808013916], 'dist_obj': -447.3298540380979}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [278.7243347167969, 385.22943115234375, -0.8146018385887146], 'dist_obj': -391.9368794652814}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [133.0755615234375, 577.67431640625, 1.5288848876953125], 'dist_obj': -522.8065947926096}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
