=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === -101.90 -103.81 -113.22 === === === === === === === === === === === === -204.03 -208.62 -218.53 -222.58 -232.65 -234.23 -245.99 -253.88 -259.17 -261.31 -273.09 -276.70 -281.92 -291.51 -297.26 -306.02 -310.09 -320.57 -327.65 -332.10 -344.81 -350.77 -355.25 -359.11 -372.65 -375.82 -384.75 -391.14 -399.90 -407.44 -410.60 -416.76 -421.98 -430.36 -440.32 -448.24 -453.94 -463.62 -468.31 -471.96 -484.77 -490.89 -493.34 -501.60 -510.14 -516.80 -521.31 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -209.08 -217.42 -224.97 -231.41 -234.65 -239.03 -249.68 -257.85 === -271.95 -275.30 -286.68 -293.27 === -306.69 -310.46 -317.65 -323.02 -330.76 === -344.59 -355.86 -358.38 === -374.57 === -387.28 === === === === === === -435.65 === === === === -475.65 -481.21 === -492.52 -505.91 === -520.07 -521.15 === 
=== === === === === === === === === === === === === === === === === === === === === === -98.96 -99.35 === === === === === === === === === === === === === === === -216.18 -223.43 -229.77 -233.94 -241.61 -249.36 -256.41 -261.12 === === -282.37 -290.28 === -307.53 -312.01 -317.60 === -332.83 -337.41 -343.51 -355.93 === -367.06 -376.28 -381.23 -392.73 === === -410.90 === === === -438.19 === === === === === === === -497.28 === === -519.29 -519.96 === 
=== === === === === === === === === === === === === === === === === === === === === === -98.14 -98.12 === === === === === === === === === === === === === === === === === -227.64 -236.31 -242.79 -251.39 -256.39 -263.71 -271.66 -279.08 -283.71 -286.70 -296.51 -307.18 -314.57 -319.12 -322.37 -334.37 -340.28 -344.08 -350.39 -363.82 -368.22 -376.35 -384.04 -389.64 -393.23 -406.21 === -415.54 -425.95 -434.36 === -442.15 === -458.45 === === -479.49 === -492.45 -500.55 === -518.88 -520.29 === 
=== === === === === === === === === === === === === === === === === === === === === === -95.31 -96.28 === === === === === === === === === === === === === === === === === === -233.48 -240.15 -249.35 -256.51 -263.57 -269.12 -276.55 -284.16 -286.51 -296.47 -301.55 === -314.44 -326.45 -335.19 -339.20 -349.50 -353.75 -359.00 -368.89 -376.00 -384.44 -391.28 -396.54 -399.91 -406.84 -419.46 -422.76 -431.42 -439.85 === -455.03 === === === -476.75 -490.63 === === === -518.34 -519.51 === 
=== === === === === === === === === === === === === === === === === === === === === === -95.22 -95.78 === === === === === === === === === === === === === === === === === === === -243.06 -250.66 -253.89 -262.66 -266.17 -273.72 -280.44 -289.71 -299.37 -306.07 -310.84 -314.44 -324.49 -332.73 -339.43 -342.58 -352.93 -359.38 -368.47 -375.90 -382.13 -388.30 -393.70 -401.01 === === === === -437.04 === -450.91 -457.42 -469.33 === === === === === === -517.31 -519.29 === 
=== === === === === === === === === === === === === === === === === === === === === === -95.06 -95.39 === === === === === === === === === === === === === === === === === === === === === -254.95 -258.02 === -274.99 -280.52 -288.03 -294.26 -304.07 -313.23 -318.08 -323.84 -332.94 -342.05 -343.47 -350.58 -356.49 === === -381.12 -390.00 -394.49 -399.34 -406.59 -413.98 -421.60 -429.79 -438.00 -443.97 === === -465.61 -469.94 -477.99 === === -503.69 === -517.99 -520.11 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -257.26 -259.70 -269.93 === -283.81 -288.33 -294.91 -302.11 -314.05 -315.44 -327.18 -331.21 -338.54 -348.14 -354.07 -362.42 -367.72 -372.73 -384.28 -391.73 -393.50 -399.94 -408.15 === === === === -443.57 === === === === === === === === === -517.91 -519.83 === 
