68.917084 464.874054 
191.490723 341.988403 
16.502399 311.350281 
45.875370 376.758728 
146.592728 425.759033 
18.403959 327.457214 
142.737549 395.661316 
22.690819 394.364380 
209.973602 343.292450 
311.141876 402.310669 
142.996902 453.151276 
16.754774 409.448059 
19.618933 555.176208 
251.407959 367.608856 
178.526642 468.333221 
16.976049 510.319458 
63.883152 395.188599 
19.161751 485.342255 
137.983551 425.533600 
37.672268 403.037659 
97.046242 508.962250 
115.593643 412.808319 
162.223190 578.689392 
117.284584 417.478149 
91.022133 502.951599 
275.759735 501.624847 
109.379021 385.974060 
259.545654 512.484436 
108.656235 450.386658 
313.122955 463.328796 
59.483410 448.945343 
49.927189 429.007172 
189.079926 459.767365 
108.666656 579.585693 
80.839180 461.462830 
349.093628 422.249939 
206.139877 490.852173 
85.144119 440.303223 
16.890812 361.693390 
86.882454 493.241577 
144.872421 431.870026 
283.209137 456.720032 
18.225264 370.817047 
143.780975 434.696075 
283.341370 475.436310 
19.486504 432.810730 
306.589478 396.547424 
298.239349 473.342194 
227.957123 551.782654 
94.314476 358.238983 
27.367161 381.362732 
17.832302 475.728333 
96.379868 465.524567 
115.072601 458.246552 
191.736694 388.015564 
97.219093 495.245758 
208.978790 575.799438 
120.152428 449.149902 
330.806519 411.936310 
112.896034 352.745209 
201.843918 577.939819 
91.489143 579.930847 
193.054688 409.926178 
65.605309 577.876953 
59.690247 387.844604 
191.773285 402.950867 
346.662079 421.698090 
80.563995 444.664734 
157.191696 434.940186 
84.498795 527.323120 
191.690933 343.937256 
17.529152 325.253235 
16.728630 331.413330 
193.378418 348.444183 
49.976921 363.619263 
89.150719 415.644562 
77.175209 486.124878 
20.312317 400.730927 
157.356125 427.415924 
17.464062 402.180664 
18.266563 560.588379 
288.086914 487.225952 
257.996460 370.002808 
72.564079 336.381683 
92.327324 393.653473 
97.486183 498.370270 
120.305038 476.508667 
262.357391 517.170288 
122.135788 461.918182 
116.776596 350.265961 
28.433342 274.989136 
193.664398 400.263916 
270.236572 376.694855 
214.216980 565.413940 
206.100159 379.576233 
337.696350 413.032318 
70.841118 379.241669 
349.259094 419.102600 
144.852890 534.852905 
18.378769 260.905365 
17.062054 359.687805 
194.144043 359.875397 
20.144072 372.852966 
17.168915 290.985840 
128.315262 435.686035 
139.976578 441.983582 
294.601868 388.613525 
578.127808 566.023560 
18.344215 438.818970 
224.565598 557.539185 
17.347086 461.647278 
18.158028 412.780884 
290.029083 445.656891 
19.468544 474.455170 
17.079899 495.984711 
99.605515 461.970062 
73.583061 377.852936 
154.139023 434.057098 
91.205940 451.335846 
99.316269 486.617889 
80.630478 359.095032 
258.540131 465.384857 
122.225456 512.225464 
335.405518 414.411438 
104.217041 462.480194 
192.556732 407.383240 
269.298065 379.530975 
135.608261 578.362061 
191.049850 427.145660 
70.966331 428.949860 
191.724213 348.310394 
192.762726 345.580841 
284.781830 428.757019 
156.141373 418.788147 
81.452110 579.646484 
23.046658 455.409180 
197.070618 362.065155 
40.479343 289.226990 
17.266052 421.701324 
18.433903 567.645447 
120.687027 408.673889 
289.849426 484.309937 
17.590933 524.652588 
157.419510 578.260071 
96.291855 448.791168 
112.886803 466.859589 
55.612534 424.933075 
110.913071 396.001038 
44.542339 417.487610 
122.828857 452.882660 
300.001038 391.969971 
178.372955 478.660004 
192.116211 394.130768 
57.897995 402.046143 
133.112152 440.116089 
71.279129 424.372284 
51.120358 400.667389 
56.251736 493.318359 
79.788795 416.167786 
22.287315 265.474243 
16.795486 374.922272 
142.708679 523.897217 
16.993748 286.989685 
198.316803 335.081970 
89.712479 467.134552 
30.699738 279.540527 
283.715820 488.410217 
19.732212 447.066162 
17.117840 450.259277 
18.748716 419.560547 
326.767059 444.904236 
184.061890 463.758972 
17.844620 388.645935 
116.145325 579.947266 
96.274117 373.687469 
314.540710 402.170959 
60.416557 387.094635 
107.870255 357.772125 
100.100952 454.021973 
384.946716 440.676605 
95.615196 456.341003 
194.892639 579.129700 
79.704582 360.170074 
180.917587 579.458435 
73.358536 369.322876 
92.964943 476.669922 
38.325027 439.694824 
126.331841 457.106415 
341.924530 418.771576 
46.782204 380.812653 
121.360603 395.811371 
231.069519 354.197693 
105.134018 383.973938 
49.282192 402.062927 
132.230835 451.459045 
83.624397 435.287018 
18.183720 534.261047 
142.128647 564.797302 
190.984497 354.049866 
217.228348 567.576782 
196.630524 336.756287 
146.653549 405.057373 
18.886433 294.598328 
88.995407 380.980530 
59.182304 505.994019 
73.740166 478.899902 
19.931347 456.625946 
304.169891 468.009033 
17.546320 481.471466 
37.219475 285.998169 
17.528818 418.555664 
246.849640 361.752930 
35.043297 469.257446 
16.952400 545.127686 
150.221451 577.091125 
109.245667 376.563812 
46.366211 580.354553 
120.203697 577.682007 
16.871740 577.506042 
136.777466 431.098419 
62.149277 401.077515 
243.359619 413.879578 
127.270920 448.499237 
341.062378 420.068359 
133.539169 523.539185 
192.139282 384.862427 
212.738266 573.617126 
48.142189 460.032104 
55.723698 408.498413 
191.749115 382.479645 
17.456532 265.162262 
323.700653 408.350464 
231.632034 431.806122 
18.010597 274.617554 
17.816849 370.539185 
139.196030 529.196045 
285.585846 383.817291 
