=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -424.00 -426.55 -443.55 -451.94 -463.26 -476.51 -478.78 -490.38 === -518.34 -522.48 -532.70 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -306.25 -311.45 -327.72 -333.43 -339.01 -358.56 -365.46 -368.88 === === === === -418.67 === === -454.86 === -470.78 === -492.48 -507.73 -523.37 -532.71 -536.34 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -313.40 -317.96 === -339.14 -340.53 === === === === === === === === === === -465.55 === -483.97 -487.05 === -515.81 -523.36 -537.52 -537.60 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -318.68 === === === -360.58 === === === === === === === === === -465.14 === === -489.40 === === -527.46 -534.74 -539.37 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -332.93 === === === -378.36 === === === === === === -448.75 === -465.13 -479.25 === === === -519.23 -527.63 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -345.15 === === === === -386.93 === -406.81 -416.41 -428.83 === === === -467.16 === === === -515.77 -521.10 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -359.12 === === === === === -416.70 === === -442.48 === === === === === -508.29 -516.30 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -366.34 -371.36 === === === === === === -440.04 -448.08 -456.98 === === === -502.47 -505.78 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -379.59 === === === === -431.56 -435.30 -441.67 -450.73 === === === -492.42 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -386.18 -387.29 === === -426.32 -430.45 -443.68 -448.01 -454.01 === === -488.01 -491.80 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -394.77 -412.75 -411.64 === -435.54 === === -465.26 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -407.84 -414.30 === === -444.06 === -455.58 -472.80 -477.11 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -420.74 -428.06 === === === -465.54 -472.53 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -431.43 -431.75 === === === -469.46 -479.64 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -439.44 === === === === -483.40 -494.24 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -449.21 -456.78 === === === -491.59 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -466.15 === === === === === === -528.78 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -542.57 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -616.90 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -564.61 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -534.11 === === === === -571.68 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -629.95 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -641.73 === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -635.08 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -732.26 -733.11 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -649.09 === === === === === === === === === -725.53 -728.49 === 
