=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -214.86 -223.25 -226.00 === -239.40 -243.42 -251.13 -255.09 -259.00 === === -280.20 -281.18 === === -302.75 === -309.26 === -325.43 === === -339.00 === -349.99 -355.18 -359.83 -366.53 -372.71 === -386.70 -393.69 -397.74 -400.96 -406.02 -413.65 -419.82 -422.63 -432.12 -435.60 -443.87 -449.51 -455.23 -461.55 -462.35 -469.00 -477.24 -481.74 -485.13 -492.72 -501.07 -505.73 -512.23 -518.19 -520.69 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -206.35 -210.18 -214.69 === === -230.37 === === === -254.45 === -267.10 === -277.48 === === -294.47 -298.96 -306.09 -310.20 -315.39 -322.78 -326.87 -333.75 -341.90 -344.81 -352.70 -355.76 -359.79 -366.91 -373.87 -378.14 -385.83 -390.72 -396.91 -401.00 -408.41 -415.63 -420.53 -422.21 -430.36 -435.85 -443.99 -448.65 -452.85 -458.42 -467.12 -472.71 -473.48 -481.72 -486.51 -492.08 -500.23 -503.08 -510.03 -514.89 -520.40 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -212.90 -217.81 -225.43 === === === === === === === === === === === === === -305.90 === -314.09 === === === -341.72 === === -358.65 === === === -377.44 === -389.91 === === === -414.92 === === === === === === === -456.86 === -468.11 === -483.60 -486.56 === -500.47 -505.04 -509.66 -518.02 -520.92 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -220.61 -227.30 === -236.72 === === === === === === === === === === === === === === === === -329.88 -336.80 === === -353.11 -359.71 -364.64 -373.93 -380.04 -382.05 -391.13 === -398.43 -407.86 -411.01 -415.53 -424.49 -430.11 === -438.64 === -450.72 -459.59 === -470.94 -473.00 -481.85 -488.43 -493.45 -497.13 -503.62 -508.10 -517.57 -521.19 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -226.22 -231.58 -232.42 === === -251.26 === === === === === === === === === === === === === === -338.29 -343.76 === -352.41 -363.31 -366.71 -371.98 -375.62 -382.88 -391.07 -393.78 -399.00 -408.41 -409.75 -417.14 -425.19 -427.54 -432.56 -441.83 -444.31 -453.81 -459.25 === -471.78 -472.80 === -485.64 -493.60 -496.65 -500.61 -511.64 -512.38 -519.70 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -229.39 -232.85 === === -250.72 === === === === === === === === === === === === === === === === -350.77 === === -363.77 -371.40 -377.67 -385.52 -389.50 -396.78 -399.72 -406.65 -411.80 -418.93 -425.22 -426.92 -434.36 -440.06 -445.93 -451.56 -457.68 -464.59 -466.34 -472.86 -482.06 -488.82 -489.20 -495.57 -501.43 -511.47 -515.87 -517.78 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -187.27 === === === === === === === === -239.46 -243.71 === === -262.85 === === === === === === === === === === === -330.71 -336.83 === === === -359.42 -367.73 === -377.36 === -387.46 -394.15 -402.46 -404.32 -413.28 -419.49 === === === -442.23 -447.61 -451.88 -457.12 -462.83 -469.35 -473.95 -480.22 === -492.68 === === -511.19 -512.97 -517.55 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -244.21 -250.21 === === === === -277.54 === === === === === === -318.08 -324.84 === === === -346.69 === -361.38 === -370.42 -375.61 -384.06 -391.41 -395.68 -401.01 -403.21 === -415.07 -422.81 === === -441.33 === === === === -467.15 -472.00 -477.27 -488.15 === === === -510.17 -514.61 -520.44 === === 
