=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === -130.35 === === === === === === === === === === -270.88 -283.39 -295.42 -299.23 -315.16 -335.21 -336.66 -354.01 -363.48 === === === -428.79 -438.61 -446.42 -454.19 -469.34 -482.37 -499.47 === -526.34 
=== === === === === === === === === === === === === === === -168.73 -180.93 -187.75 -203.58 -205.88 -227.49 -229.89 -246.94 -258.15 -264.27 -289.01 -300.12 -311.57 -319.91 -335.52 -352.14 -361.87 -369.36 -387.39 -402.97 -418.00 -427.70 -438.79 -451.84 -463.57 === -489.27 -501.30 -511.66 -524.93 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -417.90 -427.37 -436.32 -454.61 -459.20 -483.79 -494.02 -501.09 === -529.35 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -423.22 -432.97 -441.95 -451.72 -468.00 -486.15 -497.92 === -522.48 -529.29 
=== === === === === === === === === === === === -168.21 === === === === === === === === === -267.15 === === -302.04 -312.98 -325.42 -330.73 -342.06 -361.56 -371.38 -389.07 -393.46 -413.53 -426.13 -435.83 -448.79 -452.89 -470.36 -480.03 -493.06 -504.82 -521.08 -536.13 
=== === === === === === === === === === === === -179.44 === === === === === === === === === === === === === -316.18 -325.60 -334.80 -345.31 === === === === === === -442.18 === === -468.60 -493.13 -498.23 === -533.32 -538.16 
=== === === === === === === === === === === === === === === === === === === === === === === === === === -323.32 -333.16 -343.85 -356.83 === === === === === -432.36 === === === -484.68 -489.54 === -524.20 -533.16 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === -340.96 -345.15 === === === -406.41 === -426.53 === === === === -478.23 -501.12 -517.46 -519.27 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === -361.45 -375.44 -386.96 === === -416.54 === -440.07 === === -483.54 === -500.88 -509.98 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === -366.70 -376.29 === === -411.07 -424.08 -430.52 === -458.74 -471.41 -491.65 -496.23 -502.72 === === -544.45 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === -384.13 === === -420.12 -431.79 -448.28 -458.13 === -484.99 -491.72 -496.96 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === -390.26 -407.05 === === === -445.68 -456.83 === -482.31 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -417.02 === === -442.52 -455.46 -472.83 -475.60 -481.49 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -417.67 -431.56 === === -457.10 -473.68 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -438.69 -454.79 === === -480.29 -493.19 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -449.61 -457.76 === === === -491.82 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -461.81 -472.91 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -496.77 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -523.99 === === === === === === -584.85 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -536.21 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === -483.08 === === === === === === === -552.78 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -701.25 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -712.46 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -727.14 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -643.95 -647.79 === === === === -684.02 === === -711.57 -723.99 -733.26 
