=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === -105.59 -118.29 -122.87 -134.98 -153.76 -158.38 === === -204.63 -218.19 -226.36 -245.05 -260.68 -271.69 -286.80 -289.51 -309.02 -325.60 -334.73 -344.41 -366.84 -375.81 -393.88 -397.13 -409.04 -423.32 -434.81 -454.71 -473.49 -479.43 -498.71 -512.54 -519.32 
=== === === === === === === === === === === === -97.97 === === === -154.32 -168.02 === === === -221.71 -230.62 -240.42 -260.49 -273.33 -286.96 -288.17 -313.46 -327.18 -335.86 -343.51 -357.37 -379.38 -389.69 -402.15 -410.41 -431.95 -436.53 -452.78 -461.37 -484.78 -493.60 -510.30 -516.17 
=== === === === === === === === === === === === -97.33 === === === === === -178.53 === === === -230.17 -242.93 -248.47 -271.03 -282.19 -289.40 -313.10 -322.34 -330.74 -346.82 -364.94 -369.27 -390.31 -399.20 -418.16 -426.80 -437.25 -447.91 === -477.97 === -508.59 -520.07 
=== === === === === === === === === === === === === === === === === === === === -199.40 === === === -250.84 -262.18 -275.60 -288.48 -310.10 -326.19 -329.67 -348.81 -353.93 -375.41 -385.79 -400.89 -414.68 -425.09 -445.99 -449.42 -469.66 -473.99 -493.99 -504.28 -517.65 
=== === === === === === === === === === === === === === -116.93 === === === === === === -214.61 === === === -267.43 -277.84 -289.36 -301.20 -314.38 -329.41 -353.30 -363.84 -375.47 -384.09 -399.55 -412.49 -421.50 -438.91 -450.87 -466.47 -484.65 -498.85 -503.50 -517.67 
=== === === === === === === === === === === === === === -124.11 === === === === === === === === -240.74 === === -284.40 -300.14 -312.89 -317.73 -340.53 -349.88 -364.48 -375.39 -391.79 -400.89 -416.30 -422.12 -435.37 -448.11 -468.28 === === -512.56 -516.06 
=== === === === === === === === === === === === -106.89 === === -145.62 === === === === === === === -246.60 -253.38 === === -302.21 -314.78 -320.52 -331.08 -346.34 -368.31 -376.73 -383.46 -399.21 -412.13 -424.14 -436.83 -455.83 -468.08 -482.60 -491.46 -505.42 -517.66 
=== === === === === === === === === === === === === === === === -152.15 === === === === === === === -263.74 -275.22 -286.94 -303.72 -314.75 -317.83 -332.75 -348.27 -362.73 -371.80 -384.52 -404.30 === -432.74 -445.66 -459.99 -467.93 -487.61 -493.63 -514.57 -521.28 
=== === === === === === === === === === === === === -124.76 === === === === === === === === === === === === -286.53 -308.22 -308.48 -320.03 -340.08 -347.20 -361.00 -383.60 -396.74 -403.41 -422.76 -434.53 -449.76 -456.49 -466.11 -486.38 -496.55 -504.99 -520.45 
