=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === -102.10 -107.81 === === === === === === === === === === === === === === === -207.16 -214.80 -220.99 -227.14 -230.37 -234.92 -242.19 === -255.09 -262.46 -268.04 -272.91 -283.85 -286.55 === -302.75 -305.17 -313.61 -317.17 -323.67 -329.99 -340.28 -344.88 -350.15 -355.25 -361.92 -371.92 -373.59 -380.07 -390.51 -390.99 -397.66 -408.04 -410.50 -420.92 -427.84 -430.83 -435.97 -444.87 -452.45 -458.72 -462.07 -470.45 -477.08 -481.75 -486.88 -493.83 -502.51 -509.71 -515.55 -521.26 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -151.83 === === === === === === === === -208.49 -212.44 === -221.91 === === === === === === === === === === -295.08 -296.74 === -310.20 -319.32 === === -340.29 -341.46 -350.15 -355.80 -360.46 -370.49 -376.14 -382.56 -390.30 -392.89 -401.28 -404.58 -412.27 -415.76 -425.12 -430.36 === -443.50 -452.15 -455.30 -462.03 -472.08 -476.42 -479.43 -489.81 -495.62 -501.12 -508.60 -510.87 -516.40 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -215.76 -222.79 === === === === === === === === === === === === === === === -323.11 === -338.92 -343.37 -346.51 === === === === === === === -401.10 === === === === === -435.58 -445.14 -452.49 -456.34 -465.03 === === === === -491.11 -498.38 -506.88 === -516.38 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -227.41 === === === === === === === === === === === === === === === -330.12 -336.80 -343.72 === -354.80 === === === === === === === === -411.26 -419.95 -424.16 -429.28 -433.41 -439.76 -450.46 -453.07 === === === === === === -501.28 === === -518.37 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -230.61 -231.36 === === === === === === === === === === === === === === === === -341.14 === === === === -374.48 === -388.83 === === === -411.79 === -426.32 -426.92 -438.10 -445.30 -450.91 -457.82 -461.39 === -473.03 -482.07 === === === -506.58 === -519.47 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -239.90 === === === === === === === === === -305.61 === === === === === === === === === -366.55 -370.46 -377.00 -383.40 -389.23 -397.48 -402.65 -413.35 -415.69 -423.20 -432.43 -435.80 -442.71 === -451.83 -462.59 === -472.78 -480.20 === -495.00 -500.94 -505.53 === -515.60 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -244.51 -250.21 === === === === === === === === -310.10 === === === -333.19 -341.74 === === === === -372.04 -380.49 -386.22 -388.62 -398.33 -406.67 -411.23 -417.93 -423.89 -431.60 === -439.83 === -452.81 -463.66 -465.33 -474.87 -480.22 -486.96 -493.42 -501.03 === -509.16 -517.42 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -253.80 -258.02 === === === === === === === === === === === === -341.00 === === === -364.83 -371.42 -380.75 -387.75 -390.00 -400.01 -404.29 -407.92 -416.56 -420.42 -429.97 -434.00 -439.78 -449.99 -453.99 -462.44 -469.99 -476.57 -477.26 -484.28 -493.10 -497.40 -505.99 -511.51 -517.99 === === 
